#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Temperature (K)"	"Speed (ns/day)"	"Time Remaining"
1.3%	423	-28.05198926760924	253.85508757945846	0.049	0:55
1.3%	424	-28.051352771532308	253.84488053423416	0.049	0:55
1.3%	425	-28.050714908729763	253.83465156713763	0.049	0:55
1.3%	426	-28.050075680168053	253.82440069812768	0.049	0:55
1.3%	427	-28.049435086815805	253.81412794524837	0.049	0:55
1.3%	428	-28.0487931296434	253.8038333228372	0.049	0:55
1.3%	429	-28.04814980962407	253.79351684000844	0.049	0:55
1.3%	430	-28.047505127732247	253.78317851898728	0.049	0:55
1.3%	431	-28.046859084945325	253.77281837645754	0.049	0:55
1.4%	432	-28.046211682242383	253.7624364261784	0.049	0:55
1.4%	433	-28.0455629206046	253.75203268079426	0.0489	0:55
1.4%	434	-28.04491280101588	253.74160715920524	0.0489	0:55
1.4%	435	-28.044261324461434	253.73115987524892	0.0489	0:55
1.4%	436	-28.043608491929305	253.72069084621512	0.049	0:55
1.4%	437	-28.042954304409278	253.71020009289137	0.0489	0:55
1.4%	438	-28.042298762893147	253.69968762521094	0.0489	0:55
1.4%	439	-28.0416418683752	253.6891534606015	0.0489	0:55
1.4%	440	-28.040983621851655	253.6785976138135	0.0489	0:55
1.4%	441	-28.040324024321134	253.6680201022618	0.0489	0:55
1.4%	442	-28.039663076783693	253.65742093976968	0.0489	0:55
1.4%	443	-28.03900078024213	253.64680014646123	0.0489	0:55
1.4%	444	-28.038337135701234	253.63615773527692	0.0488	0:55
1.4%	445	-28.037672144167786	253.62549372475303	0.0488	0:55
1.4%	446	-28.037005806650747	253.61480812938865	0.0488	0:55
1.4%	447	-28.036338124161027	253.60410096244206	0.0488	0:55
1.4%	448	-28.035669097712166	253.59337224861756	0.0488	0:55
1.4%	449	-28.03499872831923	253.58262199690063	0.0488	0:55
1.4%	450	-28.03432701699941	253.57185022544854	0.0488	0:55
1.4%	451	-28.03365396477268	253.56105694914837	0.0488	0:55
1.4%	452	-28.03297957266021	253.55024218583756	0.0488	0:55
1.4%	453	-28.032303841685756	253.53940595287023	0.0488	0:55
1.4%	454	-28.031626772875374	253.52854826539456	0.0488	0:55
1.4%	455	-28.030948367256812	253.51766914107893	0.0487	0:55
1.4%	456	-28.030268625859886	253.50676859521576	0.0487	0:55
1.4%	457	-28.029587549716993	253.49584664479036	0.0487	0:55
1.4%	458	-28.0289051398624	253.48490330907097	0.0487	0:55
1.4%	459	-28.028221397331848	253.4739386008708	0.0487	0:55
1.4%	460	-28.027536323164075	253.46295253618473	0.0487	0:55
1.4%	461	-28.026849918399442	253.4519451388409	0.0487	0:55
1.4%	462	-28.02616218408048	253.440916412636	0.0487	0:56
1.4%	463	-28.025473121251924	253.42986638366511	0.0486	0:56
1.4%	464	-28.024782730960446	253.41879507208165	0.0486	0:56
1.5%	465	-28.024091014254395	253.4077024877393	0.0486	0:56
1.5%	466	-28.023397972185236	253.39658865005072	0.0486	0:56
1.5%	467	-28.02270360580569	253.3854535764734	0.0486	0:56
1.5%	468	-28.022007916170644	253.3742972795589	0.0486	0:56
1.5%	469	-28.021310904337387	253.36311977904174	0.0486	0:56
1.5%	470	-28.02061257136482	253.3519210934558	0.0485	0:56
1.5%	471	-28.019912918314358	253.34070123863128	0.0485	0:56
1.5%	472	-28.019211946249094	253.3294602335902	0.0485	0:56
1.5%	473	-28.018509656234578	253.31819809241452	0.0485	0:56
1.5%	474	-28.01780604933824	253.30691483345774	0.0484	0:56
1.5%	475	-28.017101126629406	253.29561047596872	0.0484	0:56
1.5%	476	-28.01639488917988	253.28428503082785	0.0484	0:56
1.5%	477	-28.01568733806285	253.27293852066458	0.0484	0:56
1.5%	478	-28.014978474354233	253.26157095980312	0.0484	0:56
1.5%	479	-28.014268299131796	253.2501823697683	0.0484	0:56
1.5%	480	-28.01355681347509	253.23877276194813	0.0484	0:56
1.5%	481	-28.012844018466186	253.22734215866478	0.0484	0:56
1.5%	482	-28.012129915188705	253.21589057248445	0.0483	0:56
1.5%	483	-28.011414504728656	253.20441802437477	0.0484	0:56
1.5%	484	-28.010697788174074	253.19292453546055	0.0484	0:56
1.5%	485	-28.00997976661481	253.18141011851043	0.0484	0:56
1.5%	486	-28.00926044114302	253.16987478882714	0.0483	0:56
1.5%	487	-28.008539812852636	253.15831856994737	0.0483	0:56
1.5%	488	-28.007817882840037	253.14674147845906	0.0483	0:56
1.5%	489	-28.007094652203254	253.13514352587273	0.0483	0:56
1.5%	490	-28.00637012204216	253.12352473242095	0.0483	0:56
1.5%	491	-28.005644293459362	253.11188512061244	0.0483	0:56
1.5%	492	-28.00491716755909	253.10022470175124	0.0483	0:56
1.5%	493	-28.004188745447536	253.0885434958115	0.0483	0:56
1.5%	494	-28.003459028232882	253.07684152200017	0.0483	0:56
1.5%	495	-28.002728017025696	253.0651187997011	0.0483	0:56
1.6%	496	-28.001995712937994	253.05337534215545	0.0482	0:56
1.6%	497	-28.001262117084682	253.04161116936814	0.0482	0:56
1.6%	498	-28.0005272305815	253.0298262961629	0.0482	0:56
1.6%	499	-27.999791054547366	253.01802074504542	0.0482	0:56
1.6%	500	-27.999053590102392	253.00619453642776	0.0482	0:56
1.6%	501	-27.99831483836936	252.9943476832432	0.0482	0:56
1.6%	502	-27.9975748004723	252.9824802044605	0.0482	0:56
1.6%	503	-27.996833477537834	252.9705921180542	0.0482	0:56
1.6%	504	-27.996090870694456	252.95868344134394	0.0482	0:56
1.6%	505	-27.995346981072743	252.94675419339285	0.0482	0:56
1.6%	506	-27.994601809805037	252.93480439510418	0.0482	0:56
1.6%	507	-27.993855358025908	252.9228340631474	0.0482	0:56
1.6%	508	-27.993107626871662	252.9108432168009	0.0482	0:56
1.6%	509	-27.992358617480697	252.89883187016753	0.0481	0:56
1.6%	510	-27.991608330993888	252.88680004088593	0.0481	0:56
1.6%	511	-27.990856768553346	252.87474774887554	0.0481	0:56
1.6%	512	-27.99010393130364	252.86267501377057	0.0481	0:56
1.6%	513	-27.989349820391062	252.8505818572852	0.0481	0:56
1.6%	514	-27.988594436964362	252.83846829524242	0.0481	0:56
1.6%	515	-27.987837782173635	252.8263343410805	0.0481	0:56
1.6%	516	-27.98707985717155	252.81418002167	0.0481	0:56
1.6%	517	-27.986320663112227	252.80200534693452	0.0481	0:56
1.6%	518	-27.985560201152094	252.78981033907294	0.0481	0:56
1.6%	519	-27.98479847244952	252.7775950199089	0.0481	0:56
1.6%	520	-27.984035478164884	252.76535940717292	0.0481	0:56
1.6%	521	-27.983271219460445	252.75310351689535	0.0481	0:56
1.6%	522	-27.98250569750036	252.74082736613042	0.0481	0:56
1.6%	523	-27.981738913451128	252.72853097461646	0.048	0:56
1.6%	524	-27.98097086848044	252.71621436734566	0.048	0:56
1.6%	525	-27.98020156375899	252.70387755610935	0.048	0:56
1.6%	526	-27.979431000458593	252.69152056279322	0.048	0:56
1.6%	527	-27.978659179753326	252.67914340483256	0.048	0:56
1.6%	528	-27.977886102819465	252.66674610236402	0.048	0:56
1.7%	529	-27.97711177083472	252.65432866992316	0.0479	0:56
1.7%	530	-27.97633618497943	252.64189113659745	0.0479	0:56
1.7%	531	-27.975559346435105	252.6294335109593	0.0479	0:56
1.7%	532	-27.974781256386017	252.61695581867428	0.0479	0:56
1.7%	533	-27.974001916017613	252.60445807532605	0.0479	0:56
1.7%	534	-27.973221326517812	252.59194029612	0.0479	0:56
1.7%	535	-27.972439489076084	252.5794025064415	0.0479	0:56
1.7%	536	-27.97165640488462	252.56684472484037	0.0479	0:56
1.7%	537	-27.970872075136654	252.55426697066753	0.0479	0:56
1.7%	538	-27.97008650102752	252.5416692580641	0.0479	0:56
1.7%	539	-27.969299683755157	252.52905161171574	0.0479	0:56
1.7%	540	-27.9685116245186	252.51641404533376	0.0479	0:56
1.7%	541	-27.967722324519347	252.5037565868589	0.0478	0:56
1.7%	542	-27.966931784960753	252.49107924207087	0.0478	0:56
1.7%	543	-27.96614000704771	252.4783820460521	0.0478	0:56
1.7%	544	-27.965346991987715	252.46566500685913	0.0478	0:56
1.7%	545	-27.96455274098972	252.4529281514939	0.0477	0:56
1.7%	546	-27.963757255264454	252.44017149431764	0.0477	0:56
1.7%	547	-27.962960536024884	252.42739505820543	0.0477	0:56
1.7%	548	-27.96216258448613	252.41459885538458	0.0477	0:56
1.7%	549	-27.961363401864492	252.40178290998887	0.0477	0:57
1.7%	550	-27.96056298937909	252.3889472432636	0.0477	0:57
1.7%	551	-27.959761348249977	252.37609187432875	0.0476	0:57
1.7%	552	-27.958958479699838	252.36321682408385	0.0476	0:57
1.7%	553	-27.958154384953232	252.3503221070148	0.0476	0:57
1.7%	554	-27.957349065236045	252.33740774708673	0.0476	0:57
1.7%	555	-27.956542521776893	252.32447377001128	0.0476	0:57
1.7%	556	-27.955734755805647	252.3115201830514	0.0476	0:57
1.7%	557	-27.95492576855402	252.2985470109303	0.0476	0:57
1.7%	558	-27.95411556125644	252.28555427280415	0.0475	0:57
1.7%	559	-27.953304135148066	252.27254199311378	0.0475	0:57
1.8%	560	-27.95249149146727	252.25951018718445	0.0475	0:57
1.8%	561	-27.95167763145318	252.2464588735454	0.0475	0:57
1.8%	562	-27.950862556347133	252.2333880740878	0.0474	0:57
1.8%	563	-27.950046267392903	252.2202978107012	0.0474	0:57
1.8%	564	-27.949228765835326	252.20718810302367	0.0474	0:57
1.8%	565	-27.94841005292164	252.1940589666622	0.0474	0:57
1.8%	566	-27.947590129900895	252.1809104253258	0.0474	0:57
1.8%	567	-27.946768998023778	252.1677424986456	0.0474	0:57
1.8%	568	-27.945946658543097	252.15455520725243	0.0474	0:57
1.8%	569	-27.94512311271355	252.1413485695262	0.0474	0:57
1.8%	570	-27.944298361791578	252.1281226039528	0.0474	0:57
1.8%	571	-27.94347240703561	252.11487733210387	0.0473	0:57
1.8%	572	-27.942645249705865	252.10161278110078	0.0473	0:57
1.8%	573	-27.941816891064096	252.08832896461635	0.0473	0:57
1.8%	574	-27.940987332374704	252.07502589891783	0.0473	0:57
1.8%	575	-27.94015657490337	252.0617036145174	0.0473	0:57
1.8%	576	-27.93932461991766	252.0483621237689	0.0473	0:57
1.8%	577	-27.938491468687047	252.03500145074358	0.0473	0:57
1.8%	578	-27.9376571224832	252.02162161290016	0.0472	0:57
1.8%	579	-27.936821582579018	252.00822263284766	0.0472	0:57
1.8%	580	-27.93598485024983	251.9948045320123	0.0472	0:57
1.8%	581	-27.9351469267724	251.98136733240028	0.0472	0:57
1.8%	582	-27.934307813425452	251.96791104510274	0.0472	0:57
1.8%	583	-27.93346751148982	251.95443570060743	0.0472	0:57
1.8%	584	-27.932626022248098	251.94094131381522	0.0472	0:57
1.8%	585	-27.93178334698418	251.9274279102161	0.0471	0:57
1.8%	586	-27.93093948698451	251.91389550988274	0.0471	0:57
1.8%	587	-27.93009444353674	251.90034413412394	0.0471	0:57
1.8%	588	-27.92924821793101	251.88677379912394	0.0471	0:57
1.8%	589	-27.928400811458715	251.87318452507995	0.0471	0:57
1.8%	590	-27.927552225413496	251.85957633671686	0.0471	0:57
1.8%	591	-27.926702461090585	251.84594925354585	0.0471	0:57
1.9%	592	-27.92585151978694	251.83230329258404	0.0471	0:57
1.9%	593	-27.924999402801628	251.81863847753766	0.047	0:57
1.9%	594	-27.924146111435636	251.80495482967163	0.047	0:57
1.9%	595	-27.923291646991174	251.7912523703138	0.047	0:57
1.9%	596	-27.922436010772792	251.7775311224264	0.047	0:57
1.9%	597	-27.921579204086665	251.76379110085168	0.047	0:57
1.9%	598	-27.920721228240506	251.7500323309811	0.047	0:57
1.9%	599	-27.919862084544764	251.7362548352735	0.047	0:57
1.9%	600	-27.91900177431028	251.7224586315448	0.047	0:57
1.9%	601	-27.91814029885128	251.70864373886448	0.0469	0:57
1.9%	602	-27.917277659482306	251.69481018312362	0.0469	0:57
1.9%	603	-27.91641385752092	251.68095798438029	0.0469	0:57
1.9%	604	-27.915548894285514	251.66708716389462	0.0469	0:57
1.9%	605	-27.91468277109698	251.65319774211858	0.0469	0:57
1.9%	606	-27.91381548927758	251.63928974050864	0.0469	0:57
1.9%	607	-27.912947050151416	251.6253631823479	0.0469	0:57
1.9%	608	-27.9120774550446	251.61141808694333	0.0469	0:57
1.9%	609	-27.911206705284897	251.5974544696511	0.0469	0:57
1.9%	610	-27.91033480220186	251.58347236016988	0.0469	0:57
1.9%	611	-27.909461747126908	251.5694717755792	0.0468	0:57
1.9%	612	-27.908587541392986	251.555452739884	0.0468	0:57
1.9%	613	-27.90771218633501	251.54141527416002	0.0468	0:57
1.9%	614	-27.906835683289547	251.527359397754	0.0468	0:57
1.9%	615	-27.90595803359529	251.51328513190728	0.0468	0:57
1.9%	616	-27.905079238592293	251.49919250156287	0.0468	0:57
1.9%	617	-27.90419929962225	251.48508152546844	0.0468	0:57
1.9%	618	-27.90331821802933	251.47095222642895	0.0468	0:57
1.9%	619	-27.902435995158864	251.456804625534	0.0468	0:57
1.9%	620	-27.901552632358033	251.44263874637306	0.0468	0:57
1.9%	621	-27.900668130975845	251.42845460433273	0.0468	0:57
1.9%	622	-27.899782492363123	251.41425222688096	0.0467	0:58
1.9%	623	-27.898895717872442	251.40003163286713	0.0467	0:58
1.9%	624	-27.898007808857727	251.3857928433214	0.0467	0:58
2.0%	625	-27.897118766675607	251.3715358831845	0.0467	0:58
2.0%	626	-27.89622859268315	251.35726077394776	0.0467	0:58
2.0%	627	-27.895337288240302	251.34296753422925	0.0467	0:58
2.0%	628	-27.894444854708116	251.32865619194317	0.0467	0:58
2.0%	629	-27.89355129344971	251.31432676427724	0.0467	0:58
2.0%	630	-27.8926566058297	251.29997927821844	0.0467	0:58
2.0%	631	-27.89176079321454	251.28561374273457	0.0466	0:58
2.0%	632	-27.890863856972388	251.27123019416086	0.0466	0:58
2.0%	633	-27.88996579847336	251.25682864415865	0.0466	0:58
2.0%	634	-27.889066619088698	251.2424091251892	0.0466	0:58
2.0%	635	-27.88816632019227	251.22797164775585	0.0466	0:58
2.0%	636	-27.887264903158737	251.21351624093063	0.0466	0:58
2.0%	637	-27.88636236936493	251.19904292691635	0.0466	0:58
2.0%	638	-27.88545872018976	251.18455172687044	0.0466	0:58
2.0%	639	-27.88455395701301	251.1700426634444	0.0465	0:58
2.0%	640	-27.88364808121686	251.15551575377015	0.0465	0:58
2.0%	641	-27.882741094184983	251.14097102738054	0.0465	0:58
2.0%	642	-27.881832997302773	251.12640850330843	0.0465	0:58
2.0%	643	-27.880923791957223	251.111828201888	0.0465	0:58
2.0%	644	-27.88001347953705	251.0972301461881	0.0465	0:58
2.0%	645	-27.87910206143262	251.08261435798806	0.0465	0:58
2.0%	646	-27.878189539036306	251.06798085916603	0.0465	0:58
2.0%	647	-27.87727591374205	251.0533296759655	0.0465	0:58
2.0%	648	-27.87636118694538	251.03866083617703	0.0465	0:58
2.0%	649	-27.87544536004324	251.02397434480335	0.0465	0:58
2.0%	650	-27.874528434435113	251.0092702385047	0.0465	0:58
2.0%	651	-27.873610411521195	250.99454853928583	0.0465	0:58
2.0%	652	-27.872691292703912	250.97980925901098	0.0465	0:58
2.0%	653	-27.871771079387486	250.96505243236695	0.0464	0:58
2.0%	654	-27.87084977297698	250.9502780731001	0.0464	0:58
2.0%	655	-27.869927374880596	250.93548620700707	0.0464	0:58
2.0%	656	-27.869003886506455	250.9206768573226	0.0464	0:58
2.1%	657	-27.868079309266143	250.90585004833466	0.0464	0:58
2.1%	658	-27.867153644571392	250.891005799567	0.0464	0:58
2.1%	659	-27.8662268938364	250.87614413620014	0.0464	0:58
2.1%	660	-27.86529905847698	250.86126507887667	0.0464	0:58
2.1%	661	-27.864370139910324	250.84636864878195	0.0463	0:58
2.1%	662	-27.863440139555625	250.83145487057217	0.0463	0:58
2.1%	663	-27.86250905883341	250.8165237675456	0.0463	0:58
2.1%	664	-27.861576899165925	250.80157536456954	0.0463	0:58
2.1%	665	-27.860643661977477	250.78660967851397	0.0463	0:58
2.1%	666	-27.859709348693485	250.7716267374609	0.0463	0:58
2.1%	667	-27.858773960741242	250.75662656590603	0.0463	0:58
2.1%	668	-27.857837499549714	250.74160918363603	0.0463	0:58
2.1%	669	-27.856899966549367	250.72657460976956	0.0462	0:58
2.1%	670	-27.855961363172366	250.71152287461751	0.0462	0:58
2.1%	671	-27.855021690852567	250.69645399782686	0.0462	0:58
2.1%	672	-27.854080951025804	250.681367995526	0.0462	0:58
2.1%	673	-27.85313914512889	250.66626489820538	0.0462	0:58
2.1%	674	-27.852196274600463	250.65114473072413	0.0462	0:58
2.1%	675	-27.851252340881125	250.63600751351078	0.0462	0:58
2.1%	676	-27.850307345412705	250.62085327248556	0.0462	0:58
2.1%	677	-27.849361289638928	250.60568202646826	0.0462	0:58
2.1%	678	-27.848414175004866	250.59049380196495	0.0462	0:58
2.1%	679	-27.84746600295767	250.57528861853783	0.0462	0:58
2.1%	680	-27.846516774945307	250.56006650314515	0.0462	0:58
2.1%	681	-27.84556649241837	250.54482747760292	0.0462	0:58
2.1%	682	-27.84461515682814	250.52957155924162	0.0461	0:58
2.1%	683	-27.843662769628363	250.51429878013937	0.0461	0:58
2.1%	684	-27.842709332273422	250.49900916019624	0.0461	0:58
2.1%	685	-27.841754846220415	250.48370272277958	0.0461	0:58
2.1%	686	-27.84079931292691	250.46837949418193	0.0461	0:58
2.1%	687	-27.839842733852848	250.45303949446958	0.0461	0:58
2.1%	688	-27.838885110459515	250.43768274947266	0.0461	0:58
2.2%	689	-27.83792644420978	250.42230927604277	0.046	0:58
2.2%	690	-27.836966736567973	250.406919100928	0.046	0:58
2.2%	691	-27.836005989000487	250.3915122524551	0.046	0:58
2.2%	692	-27.83504420297469	250.37608875569245	0.046	0:58
2.2%	693	-27.83408137995985	250.36064862622726	0.046	0:58
2.2%	694	-27.833117521427	250.3451918901229	0.046	0:58
2.2%	695	-27.83215262884808	250.32971857237618	0.046	0:58
2.2%	696	-27.831186703697536	250.3142286953618	0.0459	0:58
2.2%	697	-27.83021974745064	250.2987222796446	0.0459	0:58
2.2%	698	-27.82925176158472	250.2831993548284	0.0459	0:58
2.2%	699	-27.82828274757805	250.26765993995647	0.0459	0:58
2.2%	700	-27.8273127069111	250.25210406342973	0.0459	0:58
2.2%	701	-27.826341641065735	250.2365317454023	0.0459	0:58
2.2%	702	-27.825369551525352	250.22094301146174	0.0459	0:58
2.2%	703	-27.82439643977454	250.20533788555898	0.0458	0:58
2.2%	704	-27.82342230730023	250.18971639393666	0.0458	0:58
2.2%	705	-27.822447155589863	250.1740785570249	0.0458	0:58
2.2%	706	-27.821470986133576	250.1584243999825	0.0458	0:58
2.2%	707	-27.82049380042226	250.14275394425889	0.0458	0:59
2.2%	708	-27.819515599948385	250.12706721786188	0.0458	0:59
2.2%	709	-27.81853638620646	250.11136423803492	0.0458	0:59
2.2%	710	-27.81755616069204	250.0956450344572	0.0458	0:59
2.2%	711	-27.816574924902334	250.07990963121728	0.0458	0:59
2.2%	712	-27.815592680336376	250.06415804873217	0.0458	0:59
2.2%	713	-27.814609428494364	250.0483903132023	0.0457	0:59
2.2%	714	-27.813625170878026	250.03260644940272	0.0457	0:59
2.2%	715	-27.812639908991255	250.0168064833844	0.0457	0:59
2.2%	716	-27.811653644338325	250.00099043647572	0.0457	0:59
2.2%	717	-27.810666378426117	249.98515833273476	0.0457	0:59
2.2%	718	-27.809678112762484	249.96931019566574	0.0457	0:59
2.2%	719	-27.808688848856672	249.95344604927908	0.0457	0:59
2.2%	720	-27.80769858821995	249.93756592346074	0.0457	0:59
2.3%	721	-27.80670733236456	249.92166983574882	0.0457	0:59
2.3%	722	-27.80571508280496	249.90575781433668	0.0457	0:59
2.3%	723	-27.804721841056065	249.88982988160762	0.0457	0:59
2.3%	724	-27.80372760863526	249.8738860564821	0.0457	0:59
2.3%	725	-27.802732387060868	249.8579263755147	0.0457	0:59
2.3%	726	-27.80173617785301	249.84195085239708	0.0457	0:59
2.3%	727	-27.800738982533357	249.8259595176561	0.0457	0:59
2.3%	728	-27.799740802624438	249.80995239273082	0.0457	0:59
2.3%	729	-27.798741639651006	249.79392950197885	0.0456	0:59
2.3%	730	-27.797741495139032	249.77789087233987	0.0456	0:59
2.3%	731	-27.796740370615993	249.76183652891783	0.0456	0:59
2.3%	732	-27.795738267610815	249.74576649109818	0.0456	0:59
2.3%	733	-27.794735187653828	249.72968078758268	0.0456	0:59
2.3%	734	-27.793731132276903	249.71357943814357	0.0456	0:59
2.3%	735	-27.792726103013532	249.6974624710825	0.0456	0:59
2.3%	736	-27.79172010139832	249.68132991378616	0.0456	0:59
2.3%	737	-27.790713128967933	249.66518178707867	0.0456	0:59
2.3%	738	-27.789705187259617	249.6490181164963	0.0456	0:59
2.3%	739	-27.788696277813173	249.6328389284437	0.0455	0:59
2.3%	740	-27.787686402168877	249.61664424727456	0.0455	0:59
2.3%	741	-27.78667556186891	249.60043409855646	0.0455	0:59
2.3%	742	-27.785663758456945	249.58420850182475	0.0455	0:59
2.3%	743	-27.7846509934783	249.56796748567825	0.0455	0:59
2.3%	744	-27.783637268479062	249.55171107854775	0.0455	0:59
2.3%	745	-27.782622585007157	249.5354392972588	0.0455	0:59
2.3%	746	-27.781606944612367	249.51915217323648	0.0455	0:59
2.3%	747	-27.78059034884517	249.50284972704836	0.0455	0:59
2.3%	748	-27.77957279925808	249.48653197943185	0.0455	0:59
2.3%	749	-27.77855429740461	249.4701989635849	0.0454	0:59
2.3%	750	-27.777534844840012	249.45385070364028	0.0454	0:59
2.3%	751	-27.776514443120902	249.43748721966418	0.0454	0:59
2.4%	752	-27.775493093805167	249.4211085414235	0.0454	0:59
2.4%	753	-27.774470798452377	249.40471469525093	0.0454	0:59
2.4%	754	-27.773447558622934	249.38830569939552	0.0454	0:59
2.4%	755	-27.772423375879818	249.37188158318816	0.0454	0:59
2.4%	756	-27.771398251786167	249.35544237277216	0.0454	0:59
2.4%	757	-27.770372187907274	249.33898809083144	0.0453	0:59
2.4%	758	-27.769345185809726	249.32251876518603	0.0453	0:59
2.4%	759	-27.76831724706109	249.3060344178178	0.0453	0:59
2.4%	760	-27.76728837323092	249.28953507685705	0.0453	0:59
2.4%	761	-27.76625856589028	249.27302076310554	0.0453	0:59
2.4%	762	-27.76522782661075	249.25649150519067	0.0453	0:59
2.4%	763	-27.764196156966083	249.23994732994538	0.0453	0:59
